competitor_id,name,country,country_code,abbreviation
sr:competitor:57759,"Oliveira, Gonzalo",Venezuela,VEN,OLI
sr:competitor:215778,"Izquierdo Luque, Rafael",Spain,ESP,IZQ
sr:competitor:202681,"Marrero Curbelo, Ivan",Spain,ESP,MAR
sr:competitor:119126,"Taylor, Adam (1991)",Australia,AUS,TAY
sr:competitor:163636,"Klein, Lukas",Slovakia,SVK,KLE
sr:competitor:119248,"Ruud, Casper",Norway,NOR,RUU
sr:competitor:62488,"Harris, Andrew",Australia,AUS,HAR
sr:competitor:54573,"Coria, Federico",Argentina,ARG,COR
sr:competitor:161262,"Seyboth Wild, Thiago",Brazil,BRA,SEY
sr:competitor:144102,"Weis, Alexander",Italy,ITA,WEI
sr:competitor:951223,"Sanchez Quilez, Alejo",Spain,ESP,SAN
sr:competitor:65992,"Paz, Juan Pablo",Argentina,ARG,PAZ
sr:competitor:242556,"McHugh, Aidan",Great Britain,GBR,MCH
sr:competitor:524256,"Beckley, Alec",South Africa,ZAF,BEC
sr:competitor:565070,"Monday, Johannus",Great Britain,GBR,MON
sr:competitor:418163,"Perfetti, Noah",Italy,ITA,PER
sr:competitor:210502,"Kopp, Sandro",Austria,AUT,KOP
sr:competitor:96239,"Durasovic, Viktor",Norway,NOR,DUR
sr:competitor:210592,"Ribeiro, Eduardo",Brazil,BRA,RIB
sr:competitor:54975,"Casanova, Hernan",Argentina,ARG,CAS
sr:competitor:177686,"Barranco Cosano, Javier",Spain,ESP,BAR
sr:competitor:186629,"Kirkin, Ergi",Turkiye,TUR,KIR
sr:competitor:199196,"Sanchez Izquierdo, Nikolas",Spain,ESP,SAI
sr:competitor:282183,"Rottoli, Lorenzo",Italy,ITA,ROT
sr:competitor:58783,"Song, Min-Kyu",Republic of Korea,KOR,SON
sr:competitor:564952,"Kusuhara, Yusuke",Japan,JPN,KUS
sr:competitor:213170,"Blanchet, Ugo",France,FRA,BLA
sr:competitor:15743,"Istomin, Denis",Uzbekistan,UZB,IST
sr:competitor:57327,"Domingues, Joao",Portugal,PRT,DOM
sr:competitor:180446,"Wessels, Louis",Germany,DEU,WES
sr:competitor:301896,"Ovcharenko, Oleksandr",Ukraine,UKR,OVC
sr:competitor:63606,"Rinderknech, Arthur",France,FRA,RIN
sr:competitor:60592,"Lee, Jeamoon",Republic of Korea,KOR,LEE
sr:competitor:111837,"Harris, Billy",Great Britain,GBR,HAR
sr:competitor:152898,"Gengel, Marek",Czechia,CZE,GEN
sr:competitor:373348,"Pucinelli de Almeida, Matheus",Brazil,BRA,PDA
sr:competitor:114885,"Nikles, Johan",Switzerland,CHE,NIK
sr:competitor:252233,"Tang, Sheng",China,CHN,TAN
sr:competitor:137890,"Vale, Duarte",Portugal,PRT,VAL
sr:competitor:978579,"Ghazouani Durand, Yanis",France,FRA,GHA
sr:competitor:71280,"Kokkinakis, Thanasi",Australia,AUS,KOK
sr:competitor:287541,"Sweeny, Dane",Australia,AUS,SWE
sr:competitor:684577,"Muller, Rik",Netherlands,NLD,MUL
sr:competitor:283759,"Chidekh, Clement",France,FRA,CHI
sr:competitor:938667,"Schwaerzler, Joel",Austria,AUT,SCH
sr:competitor:165234,"Vasa, Eero",Finland,FIN,VAS
sr:competitor:447733,"Hands, Tom",Great Britain,GBR,HAN
sr:competitor:256375,"Jeong, Yeongseok",Republic of Korea,KOR,JEO
sr:competitor:387066,"Forejtek, Jonas",Czechia,CZE,FOR
sr:competitor:570833,"Rodriguez Rodriguez, Johan Alexander",Colombia,COL,ROD
sr:competitor:501410,"Hignett, Liam",Great Britain,GBR,HIG
sr:competitor:246745,"Tajima, Naoki",Japan,JPN,TAJ
sr:competitor:759758,"Sakellaridis, Dimitris",Greece,GRC,SAK
sr:competitor:56361,"Sels, Jelle",Netherlands,NLD,SEL
sr:competitor:130438,"Ponwith, Nathan",USA,USA,PON
sr:competitor:269523,"Bax, Florent",France,FRA,BAX
sr:competitor:997473,"Bernet, Henry",Switzerland,CHE,BER
sr:competitor:107625,"Janvier, Maxime",France,FRA,JAN
sr:competitor:100317,"Turker, Mert Naci",Turkiye,TUR,TUR
sr:competitor:404753,"Saritas, Gokberk",Turkiye,TUR,SAR
sr:competitor:686911,"Poljicak, Mili",Croatia,HRV,POL
sr:competitor:217038,"Seeman, Johannes",Estonia,EST,SEE
sr:competitor:976405,"Taguchi, Ryotaro",Japan,JPN,TAG
sr:competitor:322729,"Bueno Gil, Alvaro",Spain,ESP,BUE
sr:competitor:220932,"Shin, Sanhui",Republic of Korea,KOR,SHI
sr:competitor:403357,"Thayne, Wally",USA,USA,THA
sr:competitor:418167,"Garcian, Axel",France,FRA,GAR
sr:competitor:120926,"Libietis, Mikelis",Latvia,LVA,LIB
sr:competitor:101157,"Rybakov, Alex",USA,USA,RYB
sr:competitor:990785,"Zheng, Zhan",China,CHN,ZHE
sr:competitor:327067,"Beloborodko, Illya",Ukraine,UKR,BI
sr:competitor:60502,"Karatsev, Aslan",Neutral,,KAR
sr:competitor:112987,"Handel, Tim",Germany,DEU,HAN
sr:competitor:269535,"Potenza, Luca",Italy,ITA,POT
sr:competitor:161874,"Corwin, Felix",USA,USA,COR
sr:competitor:867575,"Massard, Loann",France,FRA,MAS
sr:competitor:181384,"Sinha, Nitin Kumar",India,IND,SIN
sr:competitor:113859,"Bellier, Antoine",Switzerland,CHE,BEL
sr:competitor:268725,"Ramskogler, Gregor",Austria,AUT,RAM
sr:competitor:609146,"Okonkwo, Oliver",Great Britain,GBR,OKO
sr:competitor:120958,"Bertran, Peter",Dominican Republic,DOM,BER
sr:competitor:373852,"Zink, Tyler",USA,USA,ZIN
sr:competitor:47767,"Lamasine, Tristan",France,FRA,LAM
sr:competitor:801374,"Gea, Arthur",France,FRA,GEA
sr:competitor:294248,"Hellum Lilleengen, Lukas",Norway,NOR,HEL
sr:competitor:908699,"Bilardo, Jacopo",Italy,ITA,BIL
sr:competitor:187695,"Kozlov, Boris",USA,USA,KOZ
sr:competitor:783794,"Singh, Karan",India,IND,SIN
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN
sr:competitor:74949,"Routliffe, Erin",New Zealand,NZL,ROU
sr:competitor:43860,"Dabrowski, Gabriela",Canada,CAN,DAB
sr:competitor:41520,"Kichenok, Lyudmyla",Ukraine,UKR,KIC
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST
sr:competitor:18936,"Hsieh, Su-Wei",Chinese Taipei,TPE,HSI
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER
sr:competitor:19202,"Errani, Sara",Italy,ITA,ERR
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO
sr:competitor:64021,"Krawczyk, Desirae",USA,USA,KRA
sr:competitor:46084,"Melichar-Martinez, Nicole",USA,USA,MEL
sr:competitor:119670,"Perez, Ellen",Australia,AUS,PER
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL
sr:competitor:19932,"Muhammad, Asia",USA,USA,MUH
sr:competitor:48625,"Chan, Hao-Ching",Chinese Taipei,TPE,CHA
sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD
sr:competitor:47810,"Khromacheva, Irina",Neutral,,KHR
sr:competitor:18354,"Mattek-Sands, Bethanie",USA,USA,MAT
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE
sr:competitor:69718,"Danilina, Anna",Kazakhstan,KAZ,DAN
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN
sr:competitor:50537,"Schuurs, Demi",Netherlands,NLD,SCH
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA
sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA
sr:competitor:96075,"Stefani, Luisa",Brazil,BRA,STE
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE
sr:competitor:24431,"Panova, Alexandra",Neutral,,PAN
sr:competitor:45835,"Hunter, Storm",Australia,AUS,HUN
sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER
sr:competitor:166124,"Olmos, Giuliana",Mexico,MEX,OLM
sr:competitor:19655,"Niculescu, Monica",Romania,ROU,NIC
sr:competitor:51481,"Sutjiadi, Aldila",Indonesia,IDN,SUT
sr:competitor:153652,"Guo, Hanyu",China,CHN,GUO
sr:competitor:66432,"Kato, Miyu",Japan,JPN,KAT
sr:competitor:47801,"Eikeri, Ulrikke",Norway,NOR,EIK
sr:competitor:129714,"Nicholls, Olivia",Great Britain,GBR,NIC
sr:competitor:49682,"Kichenok, Nadiia",Ukraine,UKR,KIC
sr:competitor:142996,"Mihalikova, Tereza",Slovakia,SVK,MIH
sr:competitor:138452,"Shibahara, Ena",Japan,JPN,SHI
sr:competitor:19974,"Xu, Yifan",China,CHN,YIF
sr:competitor:70784,"Hozumi, Eri",Japan,JPN,HOZ
sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR
sr:competitor:150122,"Jiang, Xinyu",China,CHN,JIA
sr:competitor:43547,"Aoyama, Shuko",Japan,JPN,AOY
sr:competitor:44834,"Pegula, Jessica",USA,USA,PEG
sr:competitor:105463,"Bouzkova, Marie",Czechia,CZE,BOU
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN
sr:competitor:60668,"Ninomiya, Makoto",Japan,JPN,NIN
sr:competitor:182178,"Wu, Fang-Hsien",Chinese Taipei,TPE,FAN
sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN
sr:competitor:61606,"Sizikova, Yana",Neutral,,SIZ
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD
sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS
sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM
sr:competitor:43102,"Babos, Timea",Hungary,HUN,BAB
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS
sr:competitor:53789,"Dart, Harriet",Great Britain,GBR,DAR
sr:competitor:19731,"Piter, Katarzyna",Poland,POL,PIT
sr:competitor:23158,"Stephens, Sloane",USA,USA,STE
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA
sr:competitor:41404,"Watson, Heather",Great Britain,GBR,WAT
sr:competitor:135854,"Neel, Ingrid",Estonia,EST,NEE
sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND
sr:competitor:47697,"Zheng, Saisai",China,CHN,ZHE
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU
sr:competitor:157672,"Stollar, Fanny",Hungary,HUN,STO
sr:competitor:37504,"Kalashnikova, Oksana",Georgia,GEO,KAL
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA
sr:competitor:52695,"Moratelli, Angelica",Italy,ITA,MOR
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN
sr:competitor:42339,"Garcia, Caroline",France,FRA,GAR
sr:competitor:215476,"Siskova, Anna",Czechia,CZE,SIS
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR
sr:competitor:234150,"Potapova, Anastasia",Neutral,,POT
sr:competitor:194106,"Tang, Qianhui",China,CHN,TAN
sr:competitor:69602,"Lumsden, Maia",Great Britain,GBR,LUM
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK
sr:competitor:52025,"Wang, Yafan",China,CHN,WAN
sr:competitor:71754,"Gamarra Martins, Ingrid",Brazil,BRA,GAM
sr:competitor:18298,"Zvonareva, Vera",Neutral,,ZVO
sr:competitor:73542,"Gleason, Quinn",USA,USA,GLE
sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW
sr:competitor:48451,"Cavalle-Reimers, Yvonne",Spain,ESP,CAV
sr:competitor:54175,"Zimmermann, Kimberley",Belgium,BEL,ZIM
sr:competitor:262759,"Wang, Xiyu",China,CHN,WAN
sr:competitor:44977,"Santamaria, Sabrina",USA,USA,SAN
sr:competitor:182054,"Skoch, Miriam",Czechia,CZE,SKO
sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP
sr:competitor:173748,"Detiuc, Anastasia",Czechia,CZE,DET
sr:competitor:49907,"Murray Sharan, Samantha",Great Britain,GBR,MUS
sr:competitor:51651,"Rosatello, Camilla",Italy,ITA,ROS
sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY
sr:competitor:228418,"Navarro, Emma",USA,USA,NAV
sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,,PAV
sr:competitor:192130,"Blinkova, Anna",Neutral,,BLI
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE
sr:competitor:90664,"Kalinina, Anhelina",Ukraine,UKR,KAL
sr:competitor:286435,"Gadecki, Olivia",Australia,AUS,GAD
sr:competitor:45827,"Lechemia, Elixane",France,FRA,LEC
sr:competitor:227486,"Zantedeschi, Aurora",Italy,ITA,ZAN
sr:competitor:121760,"Anshba, Amina",Neutral,,ANS
sr:competitor:45902,"Sasnovich, Aliaksandra",Neutral,,SAS
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT
sr:competitor:51943,"Strakhova, Valeriya",Ukraine,UKR,STR
sr:competitor:52489,"Schoofs, Bibiane",Netherlands,NLD,SCH
sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH
sr:competitor:53288,"Silva, Eden",Great Britain,GBR,SIL
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE
sr:competitor:161270,"Salden, Lara",Belgium,BEL,SAL
sr:competitor:453301,"Jorge, Matilde",Portugal,PRT,JOR
sr:competitor:378340,"Corley, Carmen",USA,USA,COR
sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB
sr:competitor:67430,"Cascino, Estelle",France,FRA,CAS
sr:competitor:418583,"Haverlag, Isabelle",Netherlands,NLD,HAV
sr:competitor:318195,"Parry, Diane",France,FRA,PAR
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS
sr:competitor:369524,"Erjavec, Veronika",Slovenia,SVN,ERJ
sr:competitor:118096,"Papadakis, Lena",Germany,DEU,PAP
sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW
sr:competitor:215598,"Vedder, Eva",Netherlands,NLD,VED
sr:competitor:143140,"Aney, Jessie",USA,USA,ANE
sr:competitor:628178,"Brooks, Madeleine",Great Britain,GBR,BRO
sr:competitor:303814,"Tikhonova, Anastasia",Neutral,,TIK
sr:competitor:50915,"Plipuech, Peangtarn",Thailand,THA,PLI
sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC
sr:competitor:473609,"Kubka, Martyna",Poland,POL,KUB
sr:competitor:256447,"Monnet, Carole",France,FRA,MON
sr:competitor:771430,"Naef, Celine",Switzerland,CHE,NAE
sr:competitor:867519,"Tsao, Chia Yi",Chinese Taipei,TPE,TSA
sr:competitor:87090,"Chong, Eudice","Hong Kong, China",HKG,CHO
sr:competitor:98607,"Chang, Sophie",USA,USA,CHA
sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM
sr:competitor:67757,"Pera, Bernarda",USA,USA,PER
sr:competitor:226306,"Corley, Ivana",USA,USA,COR
sr:competitor:448121,"Rogers, Anna",USA,USA,ROG
sr:competitor:61526,"Thombare, Prarthana",India,IND,THO
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS
sr:competitor:319455,"Baptiste, Hailey",USA,USA,BAP
sr:competitor:108621,"Kempen, Magali",Belgium,BEL,KEM
sr:competitor:91916,"Grey, Sarah Beth",Great Britain,GBR,GRE
sr:competitor:189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL
sr:competitor:46428,"Maleckova, Jesika",Czechia,CZE,MAL
sr:competitor:799304,"Pridankina, Elena",Neutral,,PRI
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA
sr:competitor:208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI
sr:competitor:46528,"Perrin, Conny",Switzerland,CHE,PER
sr:competitor:110803,"Minnen, Greet",Belgium,BEL,MIN
sr:competitor:568715,"Semenistaja, Darja",Latvia,LVA,SEM
sr:competitor:92877,"Fossa Huergo, Nicole",Italy,ITA,FOS
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR
sr:competitor:235252,"Kozyreva, Maria",Neutral,,KOZ
sr:competitor:170880,"Kononova, Maria",Neutral,,KON
sr:competitor:325837,"Sakellaridi, Sapfo",Greece,GRC,SAK
sr:competitor:260987,"Osuigwe, Whitney",USA,USA,OSU
sr:competitor:190882,"Aiava, Destanee",Australia,AUS,AIA
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA
sr:competitor:129534,"Hruncakova, Viktoria",Slovakia,SVK,HRU
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK
sr:competitor:102637,"McAdoo, Rasheeda",USA,USA,MCA
sr:competitor:65610,"Wagner, Anita",Bosnia & Herzegovina,BIH,WAG
sr:competitor:147506,"Fourlis, Jaimee",Australia,AUS,FOU
sr:competitor:215806,"Hewitt, Dalayna",USA,USA,HEW
sr:competitor:88494,"Christie, Freya",Great Britain,GBR,CHR
sr:competitor:119216,"Herrero Linana, Alicia",Spain,ESP,HER
sr:competitor:195408,"Shimizu, Ayano",Japan,JPN,SHI
sr:competitor:569013,"Fernandez, Bianca Jolie",Canada,CAN,FER
sr:competitor:41359,"Yashina, Ekaterina",Neutral,,YAS
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD
sr:competitor:245673,"Feng, Shuo",China,CHN,FEN
sr:competitor:805538,"Cross, Kayla",Canada,CAN,CRO
sr:competitor:143146,"Smith, Alana",USA,USA,SMI
sr:competitor:250285,"Falkowska, Weronika",Poland,POL,FAL
sr:competitor:310984,"Sato, Naho",Japan,JPN,SAT
sr:competitor:608348,"Kupres, Mia",Canada,CAN,KUP
sr:competitor:206995,"Rosca, Christina",USA,USA,ROS
sr:competitor:49118,"Harrison, Catherine",USA,USA,HAR
sr:competitor:119410,"Krywoj, Melany Solange",Argentina,ARG,KRY
sr:competitor:52533,"Jakupovic, Dalila",Slovenia,SVN,JAK
sr:competitor:448081,"Noha Akugue, Noma",Germany,DEU,NOH
sr:competitor:160190,"Hartono, Arianne",Netherlands,NLD,HAR
sr:competitor:45139,"Papamichail, Despina",Greece,GRC,PAP
sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA
sr:competitor:97031,"Christofi, Eleni",Greece,GRC,CHR
sr:competitor:789688,"Ngounoue, Clervie",USA,USA,NGO
sr:competitor:64315,"Kuwata, Hiroko",Japan,JPN,KUW
sr:competitor:73500,"Loeb, Jamie",USA,USA,LOE
sr:competitor:183957,"Kobori, Momoko",Japan,JPN,KOB
sr:competitor:244216,"Giavara, Haley",USA,USA,GIA
sr:competitor:378144,"Karatancheva, Lia",Bulgaria,BGR,KAR
sr:competitor:119874,"Ibbou, Ines",Algeria,DZA,IBB
sr:competitor:105099,"Birrell, Kimberly",Australia,AUS,BIR
sr:competitor:676251,"Wuerth, Tara",Croatia,HRV,WUR
sr:competitor:59762,"Barnett, Alicia",Great Britain,GBR,BAR
sr:competitor:242630,"Osorio, Camila",Colombia,COL,OSO
sr:competitor:26120,"Marino, Rebecca",Canada,CAN,MAR
sr:competitor:110299,"Zidansek, Tamara",Slovenia,SVN,ZID
sr:competitor:70728,"Bhosale, Rutuja",India,IND,BHO
sr:competitor:93657,"Karamoko, Naima",Switzerland,CHE,KAR
sr:competitor:120666,"Stojanovic, Nina",Serbia,SRB,STO
sr:competitor:137990,"Failla, Jessica",USA,USA,FAI
sr:competitor:72758,"Cristian, Jaqueline Adina",Romania,ROU,CRI
sr:competitor:414533,"Abbagnato, Anastasia",Italy,ITA,ABB
sr:competitor:416473,"Reyngold, Ekaterina",Neutral,,REY
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS
sr:competitor:99405,"Inglis, Maddison",Australia,AUS,ING
sr:competitor:80427,"Osborne, Alexandra",Australia,AUS,OSB
sr:competitor:203893,"Kucmova, Aneta",Czechia,CZE,KUC
sr:competitor:762762,"Seidel, Ella",Germany,DEU,SEI
sr:competitor:46625,"Raina, Ankita",India,IND,RAI
sr:competitor:40994,"Saville, Daria",Australia,AUS,SAV
sr:competitor:43527,"Kumkhum, Luksika",Thailand,THA,KUM
sr:competitor:505998,"Zamarripa, Maribella",USA,USA,ZAM
sr:competitor:904005,"Ibragimova, Alevtina",Neutral,,IBR
sr:competitor:99429,"Hule, Petra",Australia,AUS,HUL
sr:competitor:662615,"Salkova, Dominika",Czechia,CZE,SAL
sr:competitor:156040,"Cho, I-Hsuan",Chinese Taipei,TPE,CHO
sr:competitor:210670,"Cho, Yi Tsen",Chinese Taipei,TPE,CHO
sr:competitor:63220,"Ponchet, Jessika",France,FRA,PON
sr:competitor:499098,"Ito, Aoi",Japan,JPN,ITO
sr:competitor:148276,"Zheng, Wushuang",China,CHN,ZHE
sr:competitor:45584,"Zhu, Lin",China,CHN,ZHU
sr:competitor:87078,"Hourigan, Paige Mary",New Zealand,NZL,HOU
sr:competitor:136372,"Parnaby, Alana",Australia,AUS,PAR
sr:competitor:385206,"Radisic, Nika",Slovenia,SVN,RAD
sr:competitor:627278,"Eala, Alexandra",Philippines,PHL,EAL
sr:competitor:776340,"Joint, Maya",Australia,AUS,JOI
sr:competitor:202363,"Sun, Lulu",New Zealand,NZL,SUN
sr:competitor:141892,"Carle, Maria",Argentina,ARG,CAR
sr:competitor:50655,"Friedsam, Anna-Lena",Germany,DEU,FRI
sr:competitor:763112,"Struplova, Julie",Czechia,CZE,STR
sr:competitor:172590,"Burrage, Jodie Anna",Great Britain,GBR,BUR
sr:competitor:282597,"Park, Sohyun",Republic of Korea,KOR,PAR
sr:competitor:192572,"Portillo Ramirez, Maria Jose",Mexico,MEX,POR
sr:competitor:181062,"Kung, Leonie",Switzerland,CHE,KUN
sr:competitor:222546,"Kuzmova, Katarina",Slovakia,SVK,KUZ
sr:competitor:675189,"Preston, Taylah",Australia,AUS,PRE
sr:competitor:59213,"Perez Garcia, Maria Paulina",Colombia,COL,PER
sr:competitor:283489,"Imamura, Saki",Japan,JPN,IMA
sr:competitor:868599,"McDonald, Ella",Great Britain,GBR,MCD
sr:competitor:353358,"Tran, Lian",Netherlands,NLD,TRA
sr:competitor:731441,"Vargova, Nina",Slovakia,SVK,VAR
sr:competitor:79443,"Cabrera, Lizette",Australia,AUS,CAB
sr:competitor:448613,"Falkner, Ziva",Slovenia,SVN,FAL
sr:competitor:60028,"Zeballos Melgar, Noelia",Bolivia,BOL,ZEM
sr:competitor:210716,"Lamens, Suzan",Netherlands,NLD,LAM
sr:competitor:801396,"Gureva, Anastasiia",Neutral,,GUR
sr:competitor:47985,"Marcinkevica, Diana",Latvia,LVA,MAR
sr:competitor:341216,"Charaeva, Alina",Neutral,,CHA
sr:competitor:233478,"Bayerlova, Michaela",Czechia,CZE,BAY
sr:competitor:23082,"Rodionova, Arina",Australia,AUS,ROD
sr:competitor:152106,"Zaar, Lisa",Sweden,SWE,ZAA
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK
sr:competitor:70822,"Morisaki, Kanako",Japan,JPN,MOR
sr:competitor:343066,"Hosogi, Sakura",Japan,JPN,HOS
sr:competitor:366114,"Avanesyan, Elina",Armenia,ARM,AVA
sr:competitor:23688,"Moore, Tara",Great Britain,GBR,MOO
sr:competitor:265553,"Naito, Yuki",Japan,JPN,NAI
sr:competitor:409673,"Zelnickova, Radka",Slovakia,SVK,ZEL
sr:competitor:110055,"Bronzetti, Lucia",Italy,ITA,BRO
sr:competitor:132412,"Fita Boluda, Angela",Spain,ESP,FIT
sr:competitor:496316,"Gimbrere, Jasmijn",Netherlands,NLD,GIM
sr:competitor:567285,"Hietaranta, Laura",Finland,FIN,HIE
sr:competitor:86894,"Shinde, Vasanti",India,IND,SHI
sr:competitor:355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS
sr:competitor:845268,"Korneeva, Alina",Neutral,,KOR
sr:competitor:194572,"Dartron, Emeline",France,FRA,DAR
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR,BOU
sr:competitor:46650,"Kolb, Nadia",Ukraine,UKR,KOL
sr:competitor:67194,"Kolb, Maryna",Ukraine,UKR,KOL
sr:competitor:233266,"Ovcharenko, Ekaterina",Neutral,,OVC
sr:competitor:292540,"Matsuda, Misaki",Japan,JPN,MAT
sr:competitor:75825,"Bektas, Emina",USA,USA,BEK
sr:competitor:104929,"Tona, Miriana",Italy,ITA,TON
sr:competitor:119496,"McPhee, Kaylah",Australia,AUS,MCP
sr:competitor:290994,"Wong, Hong Yi Cody","Hong Kong, China",HKG,WON
sr:competitor:69988,"Korpatsch, Tamara",Germany,DEU,KOR
sr:competitor:755469,"Todoni, Anca Alexia",Romania,ROU,TOD
sr:competitor:673491,"Szabo, Briana",Romania,ROU,SZA
sr:competitor:343294,"Kubanova, Karolina",Czechia,CZE,KUB
sr:competitor:122668,"Daniel, Jaeda",USA,USA,DAN
sr:competitor:812502,"Xu, Mingge",Great Britain,GBR,MIN
sr:competitor:51315,"Anderson, Robin",USA,USA,AND
sr:competitor:198498,"Hutchinson, Holly",Great Britain,GBR,HUT
sr:competitor:115507,"Bolsova, Aliona",Spain,ESP,BOL
sr:competitor:142942,"Bozovic, Alexandra",Australia,AUS,BOZ
sr:competitor:870981,"Li, Yu-Yun",Chinese Taipei,TPE,YU-
sr:competitor:278943,"Lansere, Sofya",Neutral,,LAN
sr:competitor:517274,"Rajecki, Amelia",Great Britain,GBR,RAJ
sr:competitor:202795,"Vismane, Daniela",Latvia,LVA,VIS
sr:competitor:395740,"Bhamidipaty, Shrivalli Rashmikaa",India,IND,BHA
sr:competitor:242602,"McNally, Catherine",USA,USA,MCC
sr:competitor:41737,"Jang, Su Jeong",Republic of Korea,KOR,JAN
sr:competitor:48486,"Gorgodze, Ekaterine",Georgia,GEO,GOR
sr:competitor:337813,"Riera, Julia",Argentina,ARG,RIE
sr:competitor:510530,"Abe, Hiromi",Japan,JPN,ABE
sr:competitor:447703,"Sato, Hikaru",Japan,JPN,SAT
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY
sr:competitor:54397,"Tig, Patricia Maria",Romania,ROU,TIG
sr:competitor:45900,"Marozava, Lidziya",Neutral,,MAR
sr:competitor:226092,"Shimizu, Eri",Japan,JPN,SHI
sr:competitor:225130,"Starodubtseva, Yuliia",Ukraine,UKR,STA
sr:competitor:145930,"Hayashi, Erina",Japan,JPN,HAY
sr:competitor:319349,"Rouvroy, Margaux",France,FRA,ROU
sr:competitor:37638,"Sema, Erika",Japan,JPN,SEM
sr:competitor:106341,"Knutson, Gabriela",Czechia,CZE,KNU
sr:competitor:46273,"Dinu, Cristina",Romania,ROU,DIN
sr:competitor:51477,"Mitu, Andreea",Romania,ROU,MIT
sr:competitor:58053,"Sharma, Astra",Australia,AUS,SHA
sr:competitor:120664,"Pedretti, Thaisa Grana",Brazil,BRA,PED
sr:competitor:445209,"Xiao, Zhenghua",China,CHN,XIA
